 frequency      v(net2)        v(net2)       
 1.0000000e+00 -5.0000000e-01  0.0000000e+00 
 1.2589254e+00 -5.0000000e-01  0.0000000e+00 
 1.5848932e+00 -5.0000000e-01  0.0000000e+00 
 1.9952623e+00 -5.0000000e-01  0.0000000e+00 
 2.5118864e+00 -5.0000000e-01  0.0000000e+00 
 3.1622777e+00 -5.0000000e-01  0.0000000e+00 
 3.9810717e+00 -5.0000000e-01  0.0000000e+00 
 5.0118723e+00 -5.0000000e-01  0.0000000e+00 
 6.3095734e+00 -5.0000000e-01  0.0000000e+00 
 7.9432823e+00 -5.0000000e-01  0.0000000e+00 
 1.0000000e+01 -5.0000000e-01  0.0000000e+00 
 1.2589254e+01 -5.0000000e-01  0.0000000e+00 
 1.5848932e+01 -5.0000000e-01  0.0000000e+00 
 1.9952623e+01 -5.0000000e-01  0.0000000e+00 
 2.5118864e+01 -5.0000000e-01  0.0000000e+00 
 3.1622777e+01 -5.0000000e-01  0.0000000e+00 
 3.9810717e+01 -5.0000000e-01  0.0000000e+00 
 5.0118723e+01 -5.0000000e-01  0.0000000e+00 
 6.3095734e+01 -5.0000000e-01  0.0000000e+00 
 7.9432823e+01 -5.0000000e-01  0.0000000e+00 
 1.0000000e+02 -5.0000000e-01  0.0000000e+00 
 1.2589254e+02 -5.0000000e-01  0.0000000e+00 
 1.5848932e+02 -5.0000000e-01  0.0000000e+00 
 1.9952623e+02 -5.0000000e-01  0.0000000e+00 
 2.5118864e+02 -5.0000000e-01  0.0000000e+00 
 3.1622777e+02 -5.0000000e-01  0.0000000e+00 
 3.9810717e+02 -5.0000000e-01  0.0000000e+00 
 5.0118723e+02 -5.0000000e-01  0.0000000e+00 
 6.3095734e+02 -5.0000000e-01  0.0000000e+00 
 7.9432823e+02 -5.0000000e-01  0.0000000e+00 
 1.0000000e+03 -5.0000000e-01  0.0000000e+00 
 1.2589254e+03 -5.0000000e-01  0.0000000e+00 
 1.5848932e+03 -5.0000000e-01  0.0000000e+00 
 1.9952623e+03 -5.0000000e-01  0.0000000e+00 
 2.5118864e+03 -5.0000000e-01  0.0000000e+00 
 3.1622777e+03 -5.0000000e-01  0.0000000e+00 
 3.9810717e+03 -5.0000000e-01  0.0000000e+00 
 5.0118723e+03 -5.0000000e-01  0.0000000e+00 
 6.3095734e+03 -5.0000000e-01  0.0000000e+00 
 7.9432823e+03 -5.0000000e-01  0.0000000e+00 
 1.0000000e+04 -5.0000000e-01  0.0000000e+00 
 1.2589254e+04 -5.0000000e-01  0.0000000e+00 
 1.5848932e+04 -5.0000000e-01  0.0000000e+00 
 1.9952623e+04 -5.0000000e-01  0.0000000e+00 
 2.5118864e+04 -5.0000000e-01  0.0000000e+00 
 3.1622777e+04 -5.0000000e-01  0.0000000e+00 
 3.9810717e+04 -5.0000000e-01  0.0000000e+00 
 5.0118723e+04 -5.0000000e-01  0.0000000e+00 
 6.3095734e+04 -5.0000000e-01  0.0000000e+00 
 7.9432823e+04 -5.0000000e-01  0.0000000e+00 
 1.0000000e+05 -5.0000000e-01  0.0000000e+00 
 1.2589254e+05 -5.0000000e-01  0.0000000e+00 
 1.5848932e+05 -5.0000000e-01  0.0000000e+00 
 1.9952623e+05 -5.0000000e-01  0.0000000e+00 
 2.5118864e+05 -5.0000000e-01  0.0000000e+00 
 3.1622777e+05 -5.0000000e-01  0.0000000e+00 
 3.9810717e+05 -5.0000000e-01  0.0000000e+00 
 5.0118723e+05 -5.0000000e-01  0.0000000e+00 
 6.3095734e+05 -5.0000000e-01  0.0000000e+00 
 7.9432823e+05 -5.0000000e-01  0.0000000e+00 
 1.0000000e+06 -5.0000000e-01  0.0000000e+00 
 1.2589254e+06 -5.0000000e-01  0.0000000e+00 
 1.5848932e+06 -5.0000000e-01  0.0000000e+00 
 1.9952623e+06 -5.0000000e-01  0.0000000e+00 
 2.5118864e+06 -5.0000000e-01  0.0000000e+00 
 3.1622777e+06 -5.0000000e-01  0.0000000e+00 
 3.9810717e+06 -5.0000000e-01  0.0000000e+00 
 5.0118723e+06 -5.0000000e-01  0.0000000e+00 
 6.3095734e+06 -5.0000000e-01  0.0000000e+00 
 7.9432823e+06 -5.0000000e-01  0.0000000e+00 
 1.0000000e+07 -5.0000000e-01  0.0000000e+00 
 1.2589254e+07 -5.0000000e-01  0.0000000e+00 
 1.5848932e+07 -5.0000000e-01  0.0000000e+00 
 1.9952623e+07 -5.0000000e-01  0.0000000e+00 
 2.5118864e+07 -5.0000000e-01  0.0000000e+00 
 3.1622777e+07 -5.0000000e-01  0.0000000e+00 
 3.9810717e+07 -5.0000000e-01  0.0000000e+00 
 5.0118723e+07 -5.0000000e-01  0.0000000e+00 
 6.3095734e+07 -5.0000000e-01  0.0000000e+00 
 7.9432823e+07 -5.0000000e-01  0.0000000e+00 
 1.0000000e+08 -5.0000000e-01  0.0000000e+00 
 1.2589254e+08 -5.0000000e-01  0.0000000e+00 
 1.5848932e+08 -5.0000000e-01  0.0000000e+00 
 1.9952623e+08 -5.0000000e-01  0.0000000e+00 
 2.5118864e+08 -5.0000000e-01  0.0000000e+00 
 3.1622777e+08 -5.0000000e-01  0.0000000e+00 
 3.9810717e+08 -5.0000000e-01  0.0000000e+00 
 5.0118723e+08 -5.0000000e-01  0.0000000e+00 
 6.3095734e+08 -5.0000000e-01  0.0000000e+00 
 7.9432823e+08 -5.0000000e-01  0.0000000e+00 
 1.0000000e+09 -5.0000000e-01  0.0000000e+00 
 1.2589254e+09 -5.0000000e-01  0.0000000e+00 
 1.5848932e+09 -5.0000000e-01  0.0000000e+00 
 1.9952623e+09 -5.0000000e-01  0.0000000e+00 
 2.5118864e+09 -5.0000000e-01  0.0000000e+00 
 3.1622777e+09 -5.0000000e-01  0.0000000e+00 
 3.9810717e+09 -5.0000000e-01  0.0000000e+00 
 5.0118723e+09 -5.0000000e-01  0.0000000e+00 
 6.3095734e+09 -5.0000000e-01  0.0000000e+00 
 7.9432823e+09 -5.0000000e-01  0.0000000e+00 
 1.0000000e+10 -5.0000000e-01  0.0000000e+00 
